,NAME,CITY,STATE,ZIP,COUNTY_CODE,COUNTY_NAME,MSA,MARKET_SEGMENT,SIMPLIFIED_MENU,MENU_TYPE,UNITS,EMPLOYEES,YEARS_IN_BUSINESS,ANNUAL_SALES,AVERAGE_CHECK,NUMBER_OF_ROOMS,FOOD_BEVERAGE_PURCHASE,FOOD_PURCHASE,BEVERAGE_PURCHASE,TOTAL_CATEGORY_DRY,TOTAL_CATEGORY_FRESH,TOTAL_CATEGORY_FROZEN,TOTAL_CATEGORY_PROTEIN,% Share of F&B Purchases from Company
53,MILLERS HOAGIES,KITTANNING,PA,16201,42005.0,ARMSTRONG,"<bound method NDFrame.ffill of 0      6162.0
1      7362.0
2      7362.0
3      6640.0
4      7362.0
        ...  
995    1922.0
996    4472.0
997    5602.0
998    2710.0
999    2162.0
Name: MSA, Length: 1000, dtype: object>",LSR - QUICK CASUAL,"SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$5 TO $7,NOT APPLICABLE,83199.4434,74167.4081662052,9032.03523379484,9869.78922649465,11676.1962732536,16039.4983185651,29565.7346590308,0.002883403304403176
54,SUBWAY,TITUSVILLE,PA,16354,42039.0,CRAWFORD,"<bound method NDFrame.ffill of 0      6162.0
1      7362.0
2      7362.0
3      6640.0
4      7362.0
        ...  
995    1922.0
996    4472.0
997    5602.0
998    2710.0
999    2162.0
Name: MSA, Length: 1000, dtype: object>","LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SANDWICHES,501+ UNITS,5 TO 9,5 YEARS PLUS,"<=$500,000",$5 TO $7,NOT APPLICABLE,141677.8452,121261.903770726,20415.9414292735,22748.2261289753,21328.5745726351,31063.3281018251,29863.3845244423,0.47893710391186817
55,VINEYARD BED & BREAKFAST,NORTH EAST,PA,16428,42049.0,ERIE,2360.0,"BED & BREAKFAST, GUESTHOUSES, CHAMBRES D'HOTES",SELECTION FOR LODGING AND BARS,NOT APPLICABLE,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",NOT APPLICABLE,UNCODED,156962.4156,132447.230161966,16133.3140131824,22586.8174473339,21895.5033769133,26986.6801138615,38453.247931896,0.4895782423013596
56,ON DECK,ERIE,PA,16503,42049.0,ERIE,2360.0,FSR - UPSCALE CASUAL DINING RESTAURANTS,AMERICAN AND AMERICAN TRADITIONAL,AMERICAN TRADITIONAL,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$30 TO $50,NOT APPLICABLE,154317.841969079,142181.107245219,12136.73472386,20240.2252864372,31340.8972899676,29953.3132895263,47695.8873751692,0.7840650726379451
57,THE ORIGINAL PANCAKE HOUSE,DORAL,FL,33178,12086.0,MIAMI-DADE,4992.0,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER",AMERICAN AND AMERICAN TRADITIONAL,AMERICAN TRADITIONAL,101-250 UNITS,10 TO 19,5 YEARS PLUS,"$1,000,001 - $2,500,000",$7 TO $10,NOT APPLICABLE,263370.587226725,244173.156953407,19197.4302733187,35564.6413408352,38314.7600030769,57805.8922694505,96814.8569833846,0.8577902381680227
58,BURGER KING,CAMP HILL,PA,17011,42041.0,CUMBERLAND,3240.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",HAMBURGERS,HAMBURGERS,501+ UNITS,20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$5 TO $7,NOT APPLICABLE,419032.1565,350928.958257069,68103.1982429306,65709.4127159383,35906.7829048843,78196.9938817481,114183.569637532,0.5510333985653983
59,J & S PIZZA,FREDERICKSBURG,PA,17026,42075.0,LEBANON,3240.0,LSR - QUICK CASUAL,"PIZZA, PASTA & ITALIAN",PIZZERIA,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,37805.2951316369,34782.8864602202,3022.40867141667,6116.77945405756,5037.34778569446,6573.73886033127,11154.127239752,0.7998399080122985
60,JANS G & E CAFE,LYKENS,PA,17048,42043.0,DAUPHIN,3240.0,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,36419.1446433137,33011.7734432051,3407.37120010865,4496.04921808058,5890.32106565867,8357.99123972838,11314.6115411679,0.14482709260436066
61,MR GS PLACE,HARRISBURG,PA,17110,42043.0,DAUPHIN,3240.0,NEIGHBORHOOD BARS & TAVERNS,SELECTION FOR LODGING AND BARS,NOT APPLICABLE,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"$500,001 - $1,000,000",NOT APPLICABLE,NOT APPLICABLE,156962.4156,132447.230161966,16133.3140131824,22586.8174473339,21895.5033769133,26986.6801138615,38453.247931896,0.4895782423013596
62,SUPER 8,HARRISBURG,PA,17110,42043.0,DAUPHIN,3240.0,2* HOTELS WITHOUT RESTAURANT-MIDSCALE,SELECTION FOR LODGING AND BARS,NOT APPLICABLE,501+ UNITS,20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",NOT APPLICABLE,51 - 100,156962.4156,132447.230161966,16133.3140131824,22586.8174473339,21895.5033769133,26986.6801138615,38453.247931896,0.4895782423013596
63,FOUR POINTS,CHAMBERSBURG,PA,17201,42055.0,FRANKLIN,"<bound method NDFrame.ffill of 0      6162.0
1      7362.0
2      7362.0
3      6640.0
4      7362.0
        ...  
995    1922.0
996    4472.0
997    5602.0
998    2710.0
999    2162.0
Name: MSA, Length: 1000, dtype: object>",3* HOTELS WITHOUT RESTAURANT-UPSCALE,SELECTION FOR LODGING AND BARS,NOT APPLICABLE,101-250 UNITS,20 TO 49,5 YEARS PLUS,">$5,000,000",NOT APPLICABLE,251 - 500,156962.4156,132447.230161966,16133.3140131824,22586.8174473339,21895.5033769133,26986.6801138615,38453.247931896,0.4895782423013596
64,REDROCK CAFE,YORK,PA,17406,42133.0,YORK,9280.0,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,38429.1228084201,34833.6982704391,3595.42453798099,4744.1868623359,6215.40878650973,8819.27005504753,11939.0666832956,0.47487844790436107
65,GOLDEN WALL CHINESE RESTAURANT,WILLOW STREET,PA,17584,42071.0,LANCASTER,4000.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CHINESE,CHINESE,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,30314.206246172,28464.1583568982,1850.04788927377,4546.43148592797,5871.89112682543,4221.18677193466,11250.6693001771,0.44588193566978385
66,ORIGINAL ITALIAN PIZZA,HUGHESVILLE,PA,17737,42081.0,LYCOMING,9140.0,LSR - QUICK CASUAL,"PIZZA, PASTA & ITALIAN",PIZZERIA,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,95033.8199630795,87436.179459702,7597.64050337744,15376.1772092163,12662.7341722957,16524.8680948459,28038.911381512,0.29974759193935696
67,KEMLERS RESTAURANT,BLOOMSBURG,PA,17815,42037.0,COLUMBIA,7560.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$15 TO $20,NOT APPLICABLE,171308.34715978,156312.978549552,14995.3686102283,21020.9944784744,27615.8162756429,35682.6965096793,60982.4741779832,0.7697315178214099
68,DOWNTOWNER SALOON & STEAKHOUSE,FORT LAUDERDALE,FL,33301,12011.0,BROWARD,4992.0,FSR - FINE DINING RESTAURANTS,"STEAK, SEAFOOD & FISH",STEAK & SEAFOOD,INDEPENDENT (1-9 UNITS),20 TO 49,5 YEARS PLUS,"$2,500,001 - $5,000,000",$50 TO $75,NOT APPLICABLE,917299.018273717,861015.513219284,56283.5050544323,99911.5474339036,179951.798211509,129218.934681182,396426.817651633,0.28307868595517227
69,MCDONALD'S,BLOOMSBURG,PA,17815,42037.0,COLUMBIA,7560.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",HAMBURGERS,HAMBURGERS,501+ UNITS,20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$5 TO $7,NOT APPLICABLE,753209.442,630794.082817481,122415.359182519,118112.534606684,64542.3686375321,140558.936143959,205244.732267352,0.5899562234439134
70,MARIO PIZZA,EAST GREENVILLE,PA,18041,42091.0,MONTGOMERY,6162.0,LSR - QUICK CASUAL,"PIZZA, PASTA & ITALIAN",PIZZERIA,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,37805.2951316369,34782.8864602202,3022.40867141667,6116.77945405756,5037.34778569446,6573.73886033127,11154.127239752,0.01308526452330605
71,CUSATS CAFE,HAZLETON,PA,18201,42079.0,LUZERNE,7560.0,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER",AMERICAN AND AMERICAN TRADITIONAL,AMERICAN TRADITIONAL,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$10 TO $15,NOT APPLICABLE,83316.5944229275,77243.5377126593,6073.05671026813,11250.7809987165,12120.7738236923,18286.7423890549,30627.1260520615,0.5877151235376178
72,JIMMYS QUICK LUNCH,HAZLETON,PA,18201,42079.0,LUZERNE,7560.0,LSR - QUICK CASUAL,"SANDWICHES, SOUPS AND SALADS, DELI, SUBS & HOT DOG",SUBS,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"<=$500,000",$7 TO $10,NOT APPLICABLE,144951.9696,129216.151628949,15735.817971051,17195.3721016992,20342.5356959094,27944.3801263688,51510.097860793,0.20224469936934042
73,FORT LAUDERDALE OPA,FORT LAUDERDALE,FL,33308,12011.0,BROWARD,4992.0,FSR - UPSCALE CASUAL DINING RESTAURANTS,EUROPEAN,GREEK,INDEPENDENT (1-9 UNITS),20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$30 TO $50,NOT APPLICABLE,330695.993375787,304687.532561194,26008.4608145925,43373.866053604,67162.0924084142,64188.564114063,102210.079237835,0.2152267593119973
74,WAYNES FAMILY RESTAURANT,JERMYN,PA,18433,42069.0,LACKAWANNA,7560.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,70015.3805027449,63886.6281305981,6128.75237214678,8591.48401906963,11286.851554464,14583.863629009,24924.1277752095,0.6047232873281627
75,WENDY'S,DALLAS,PA,18612,42079.0,LUZERNE,7560.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",HAMBURGERS,HAMBURGERS,501+ UNITS,20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$5 TO $7,NOT APPLICABLE,497855.4273,416941.477533162,80913.9497668381,78069.874203856,42661.1334447301,92906.4683907455,135662.404354242,0.29888977393190863
76,BURGER KING,HANOVER TOWNSHIP,PA,18706,42079.0,LUZERNE,7560.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",HAMBURGERS,HAMBURGERS,501+ UNITS,20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$5 TO $7,NOT APPLICABLE,434682.7011,364035.898207712,70646.8028922879,68163.6112264782,37247.8749871465,81117.5944164524,118448.242459126,0.5773911886927744
77,PIZZA HUT,SOUDERTON,PA,18964,42017.0,BUCKS,6162.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,501+ UNITS,20 TO 49,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,261442.404,214005.947406888,47436.4565931122,45769.0943227041,25010.4340561224,54467.1675,49103.8188635204,0.3960758662660947
78,LITTLE LEOS CAFE,WARMINSTER,PA,18974,42017.0,BUCKS,6162.0,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$10 TO $15,NOT APPLICABLE,37047.1355416569,33581.0095816025,3466.12596005432,4573.57651904029,5991.89039282933,8502.11165986419,11509.714230584,0.9492832301605304
79,MEMORIES GRILL,ASTON,PA,19014,42045.0,DELAWARE,6162.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","BAR & GRILL, BREW PUB, & EATERTAINMENT",BAR & GRILL,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$15 TO $20,NOT APPLICABLE,143437.576986423,133373.339125849,10064.2378605744,18584.227583812,23305.7218887728,29109.9648877285,50534.189045953,0.7280470145195223
80,PATRICKS PUB & RESTAURANT,CROYDON,PA,19021,42017.0,BUCKS,6162.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","PIZZA, PASTA & ITALIAN",ITALIAN - PIZZA & PASTA,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$10 TO $15,NOT APPLICABLE,67621.9269207513,62647.7208538708,4974.20606688044,9180.38897480532,11226.0581365094,9331.12249198351,25990.7650334402,0.2220008545273371
81,SPRINGHOUSE CAFE & GRILLE,GLENSIDE,PA,19038,42091.0,MONTGOMERY,6162.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","BAR & GRILL, BREW PUB, & EATERTAINMENT",BAR & GRILL,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,32652.7764344648,30361.7079728459,2291.0684616188,4230.59731801567,5305.41955926893,6626.72359268929,11503.8305295039,0.5825196007459787
82,HILLS QUALITY SEAFOOD,NEWTOWN SQUARE,PA,19073,42045.0,DELAWARE,6162.0,FSR - UPSCALE CASUAL DINING RESTAURANTS,"STEAK, SEAFOOD & FISH",SEAFOOD & FISH,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$30 TO $50,NOT APPLICABLE,215865.523008858,203704.846324584,12160.6766842747,20267.7944737911,37319.7655577408,28888.3630566436,105068.246552133,0.25757154059780485
83,STARBUCKS,WAYNE,PA,19087,42045.0,DELAWARE,6162.0,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,COFFEE / TEA,501+ UNITS,20 TO 49,5 YEARS PLUS,"$500,001 - $1,000,000",UNDER $5,NOT APPLICABLE,210494.4534,147135.6229266,63358.8304734,56833.502418,27153.7844886,25259.334408,0.0,0.19052763246937043
84,FRIENDLY'S,WEST HARTFORD,CT,6107,9003.0,HARTFORD,3280.0,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER",AMERICAN AND AMERICAN TRADITIONAL,AMERICAN TRADITIONAL,251-500 UNITS,20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$7 TO $10,NOT APPLICABLE,269093.244016246,249478.681724308,19614.5622919385,36337.4088635077,39147.2835729231,59061.9295716923,98918.5019062154,0.3453685671912864
85,VIETNAM PALACE,PHILADELPHIA,PA,19107,42101.0,PHILADELPHIA,6162.0,FSR - UPSCALE CASUAL DINING RESTAURANTS,OTHER ASIAN,VIETNAMESE,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$30 TO $50,NOT APPLICABLE,92516.9369259194,85240.697791115,7276.23913480435,12134.4597766402,18789.5565462783,17957.6694500735,28594.7324535452,0.41274282674224727
86,PHO XE LUA VIET THAI RESTARUANT,PHILADELPHIA,PA,19107,42101.0,PHILADELPHIA,6162.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",OTHER ASIAN,VIETNAMESE,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,75575.544873332,70963.2394697796,4612.30540355245,11334.5879482385,14639.0562808404,10523.7289642492,28048.7457149872,0.35554019968200246
87,ANDONIOS DINER,PHILADELPHIA,PA,19115,42101.0,PHILADELPHIA,6162.0,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER",AMERICAN AND AMERICAN TRADITIONAL,AMERICAN TRADITIONAL,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,138717.272181521,128605.986830901,10111.2853506198,18731.8944186725,20180.3817498462,30446.3599222418,50992.3792508308,0.9308476448650339
88,CIN CIN,PHILADELPHIA,PA,19118,42101.0,PHILADELPHIA,6162.0,FSR - UPSCALE CASUAL DINING RESTAURANTS,OTHER ETHNIC FOOD,OTHER ETHNIC FOOD UNCLASSIFIED,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$30 TO $50,NOT APPLICABLE,158307.576621977,145857.058666814,12450.5179551633,20763.5162240071,32151.1850854369,30727.7264777582,48929.0172079435,0.7503844514131214
89,BYRNES TAVERN TAKEOUT,PHILADELPHIA,PA,19134,42101.0,PHILADELPHIA,6162.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","BAR & GRILL, BREW PUB, & EATERTAINMENT",BAR & GRILL,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$15 TO $20,NOT APPLICABLE,186780.984720627,173675.574704961,13105.4100156658,24199.9370130548,30348.1540574413,37906.3005744125,65804.4132532637,0.23027412547621384
90,RITA'S ICE,PHILADELPHIA,PA,19135,42101.0,PHILADELPHIA,6162.0,"LSR - ICE CREAM PARLORS, FROZEN DESSERTS",FROZEN DESSERT,ICE CREAM / DAIRY,501+ UNITS,1 TO 4,5 YEARS PLUS,"<=$500,000",UNDER $5,NOT APPLICABLE,40082.3934,32827.4801946,7254.9132054,5611.535076,5170.6287486,14830.485558,0.0,0.557167647835324
91,RED ROOF INN,FORT LAUDERDALE,FL,33309,12011.0,BROWARD,4992.0,2* HOTELS WITHOUT RESTAURANT-MIDSCALE,SELECTION FOR LODGING AND BARS,NOT APPLICABLE,251-500 UNITS,10 TO 19,5 YEARS PLUS,"$1,000,001 - $2,500,000",NOT APPLICABLE,251 - 500,156962.4156,132447.230161966,16133.3140131824,22586.8174473339,21895.5033769133,26986.6801138615,38453.247931896,0.4895782423013596
92,LIN FENG,PHILADELPHIA,PA,19140,42101.0,PHILADELPHIA,6162.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CLASSIC & VARIED MENU,VARIED MENU,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,39742.9391736492,36264.0659462583,3478.87322739093,4876.79741693152,6406.77307714533,8278.26116151401,14147.721357989,0.335816192318639
93,MORNING GLORY,PHILADELPHIA,PA,19147,42101.0,PHILADELPHIA,6162.0,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,COFFEE / TEA,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,157957.3842,110412.2115558,47545.1726442,42648.493734,20376.5025618,18954.886104,0.0,0.013571840228097098
94,A & A STEAKS,PHILADELPHIA,PA,19151,42101.0,PHILADELPHIA,6162.0,FSR - UPSCALE CASUAL DINING RESTAURANTS,"STEAK, SEAFOOD & FISH",STEAK & SEAFOOD,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$30 TO $50,NOT APPLICABLE,50385.8222345388,47547.3620435595,2838.46019097928,4730.76698496546,8710.91894164974,6742.9198759041,24524.296050061,0.4320625780896582
95,CARMINES PIZZA & EATERY,WEST CHESTER,PA,19380,42029.0,CHESTER,6162.0,LSR - QUICK CASUAL,"PIZZA, PASTA & ITALIAN",PIZZERIA,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,319842.905070713,294272.519588711,25570.3854820024,51749.5896659573,42617.3091366707,55615.5884233552,94366.8988026279,0.7666656511461615
96,KFC,NORRISTOWN,PA,19401,42091.0,MONTGOMERY,6162.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS",CHICKEN,FRIED CHICKEN,501+ UNITS,20 TO 49,5 YEARS PLUS,"$500,001 - $1,000,000",$5 TO $7,NOT APPLICABLE,317145.2049,262549.918013725,54595.2868862747,52676.2961345603,28784.861275716,62687.0312226704,72761.732669171,0.5705261043672226
97,CRAZY FROG SALOON,POTTSTOWN,PA,19464,42091.0,MONTGOMERY,6162.0,NEIGHBORHOOD BARS & TAVERNS,SELECTION FOR LODGING AND BARS,NOT APPLICABLE,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",NOT APPLICABLE,NOT APPLICABLE,156962.4156,132447.230161966,16133.3140131824,22586.8174473339,21895.5033769133,26986.6801138615,38453.247931896,0.4895782423013596
98,PIZZA HUT,MORGANTOWN,PA,19543,42011.0,BERKS,6680.0,"LSR - QUICK SERVICE RESTAURANTS, FAST FOOD, SNACKS","PIZZA, PASTA & ITALIAN",PIZZERIA,501+ UNITS,20 TO 49,5 YEARS PLUS,"$500,001 - $1,000,000",$7 TO $10,NOT APPLICABLE,261442.404,214005.947406888,47436.4565931122,45769.0943227041,25010.4340561224,54467.1675,49103.8188635204,0.7018684130624966
99,ITALIAN GARDEN ESPOSITOS,READING,PA,19601,42011.0,BERKS,6680.0,FSR - UPSCALE CASUAL DINING RESTAURANTS,"PIZZA, PASTA & ITALIAN",ITALIAN - PIZZA & PASTA,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$30 TO $50,NOT APPLICABLE,45685.4802900853,42092.4248926155,3593.05539746984,5992.07714151221,9278.40829773463,8867.61690320682,14120.269534569,0.27826763206435046
100,ANTHONYS TRATTORIA,READING,PA,19606,42011.0,BERKS,6680.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING","PIZZA, PASTA & ITALIAN",ITALIAN - PIZZA & PASTA,INDEPENDENT (1-9 UNITS),20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$15 TO $20,NOT APPLICABLE,437508.559999542,405325.837137884,32182.7228616583,59396.3961617041,72631.7150874943,60371.6301878149,168158.209930829,0.46328370680560005
101,MIKIMOTOS JAPANESE RESTAURANT & SUSHI BAR,WILMINGTON,DE,19801,10003.0,NEW CASTLE,6162.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",OTHER ASIAN,JAPANESE,INDEPENDENT (1-9 UNITS),OVER 50,5 YEARS PLUS,"$1,000,001 - $2,500,000",$10 TO $15,NOT APPLICABLE,595413.095744263,559075.586786174,36337.508958089,89298.2261729974,115332.093649587,82909.9684544676,220978.764306564,0.9553403279513762
102,CHINA GOURMET,WILMINGTON,DE,19802,10003.0,NEW CASTLE,6162.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CHINESE,CHINESE,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$15 TO $20,NOT APPLICABLE,28909.1922817949,27144.8910915469,1764.30119024798,4335.71180968313,5599.73856035229,4025.54165714426,10729.2191475005,0.07737250976836774
103,STARBUCKS,WILMINGTON,DE,19808,10003.0,NEW CASTLE,6162.0,"LSR - COFFEE SHOPS, TEA HOUSES",BEVERAGES,COFFEE / TEA,501+ UNITS,10 TO 19,5 YEARS PLUS,"$500,001 - $1,000,000",UNDER $5,NOT APPLICABLE,194568.0996,136003.1016204,58564.9979796,52533.386892,25099.2848484,23348.171952,0.0,0.8096427025119938
104,BECKYS COUNTRY INN,DAGSBORO,DE,19939,10005.0,SUSSEX,"<bound method NDFrame.ffill of 0      6162.0
1      7362.0
2      7362.0
3      6640.0
4      7362.0
        ...  
995    1922.0
996    4472.0
997    5602.0
998    2710.0
999    2162.0
Name: MSA, Length: 1000, dtype: object>","BED & BREAKFAST, GUESTHOUSES, CHAMBRES D'HOTES",SELECTION FOR LODGING AND BARS,NOT APPLICABLE,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",NOT APPLICABLE,UNCODED,156962.4156,132447.230161966,16133.3140131824,22586.8174473339,21895.5033769133,26986.6801138615,38453.247931896,0.4895782423013596
105,EASTERN CARRYOUT,WASHINGTON,DC,20002,11001.0,DISTRICT OF COLUMBIA,8872.0,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER",CHINESE,CHINESE,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",$10 TO $15,NOT APPLICABLE,38989.7824623362,35483.7714215385,3506.01104079772,5075.28601960114,6052.30019373219,7396.77545105413,13388.552642849,0.7241131041996481
106,CAMINO REAL RESTAURANT,WASHINGTON,DC,20011,11001.0,DISTRICT OF COLUMBIA,8872.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",MEXICAN,MEXICAN,INDEPENDENT (1-9 UNITS),5 TO 9,5 YEARS PLUS,"<=$500,000",$10 TO $15,NOT APPLICABLE,93164.5012868333,87478.7581879945,5685.74309883881,13972.525573706,18046.054183271,12972.9525903562,34576.6267466247,0.370582875162786
107,AMERICAN CITY DINER INCORPORATED,WASHINGTON,DC,20015,11001.0,DISTRICT OF COLUMBIA,8872.0,"FSR - CAF╔-RESTAURANTS, FAMILY-STYLE, DINER","PIZZA, PASTA & ITALIAN",ITALIAN - PIZZA & PASTA,INDEPENDENT (1-9 UNITS),20 TO 49,5 YEARS PLUS,"$1,000,001 - $2,500,000",$7 TO $10,NOT APPLICABLE,330662.473093846,300928.881156923,29733.5919369231,43042.2157015385,51328.0255384615,62730.1797830769,113544.925066154,0.8794573329577833
108,KOMI,WASHINGTON,DC,20036,11001.0,DISTRICT OF COLUMBIA,8872.0,FSR - FINE DINING RESTAURANTS,EUROPEAN,MEDITERRANEAN,INDEPENDENT (1-9 UNITS),10 TO 19,5 YEARS PLUS,"$2,500,001 - $5,000,000",$50 TO $75,NOT APPLICABLE,197747.653163375,185614.28027776,12133.3728856143,21538.5317496112,38793.2888512442,27856.5010628305,85460.1076420684,0.0308014302110442
109,RED ROBIN GOURMET BURGERS,STERLING,VA,20166,51107.0,LOUDOUN,8872.0,"FSR - TRADITIONAL RESTAURANTS, CASUAL DINING",CLASSIC & VARIED MENU,VARIED MENU,251-500 UNITS,OVER 50,5 YEARS PLUS,"$2,500,001 - $5,000,000",$10 TO $15,NOT APPLICABLE,768070.720635654,700838.132349032,67232.5882866224,94248.8246792835,123817.083402196,159985.399875758,273418.392416932,0.9315451848040252
110,SHADY OAK OF SERENITY B & B,HUGHESVILLE,MD,20637,24017.0,CHARLES,8872.0,"BED & BREAKFAST, GUESTHOUSES, CHAMBRES D'HOTES",SELECTION FOR LODGING AND BARS,NOT APPLICABLE,INDEPENDENT (1-9 UNITS),1 TO 4,5 YEARS PLUS,"<=$500,000",NOT APPLICABLE,UNCODED,156962.4156,132447.230161966,16133.3140131824,22586.8174473339,21895.5033769133,26986.6801138615,38453.247931896,0.4895782423013596
